session_id,mid_category,result_label,Profane,honorific_ratio,positive_word_ratio,negative_word_ratio,euphonious_word_ratio,empathy_ratio,apology_ratio,suggestions,customer_sentiment_early,customer_sentiment_late,customer_sentiment_trend,avg_response_latency,interruption_count,silence_ratio,talk_ratio
40696,해약문의,해결 불가,0,57.6,14.6,4.7,4.1,9.8,4.6,0.2,0.36,0.71,0.21,1.03,3,0.26,0.48
40697,멤버십,추가 상담 필요,0,71.8,13.9,0.4,5.7,2.0,1.3,0.0,0.18,0.39,0.19,3.42,1,0.42,0.59
40698,요금문의,만족,0,57.2,10.5,2.0,9.4,20.7,1.8,0.2,0.36,0.38,0.16,0.72,2,0.3,0.78
40699,장비고장,해결 불가,0,85.9,9.5,3.6,10.7,9.3,4.6,0.0,0.18,0.34,0.41,0.6,3,0.37,0.56
40700,서비스불만,추가 상담 필요,1,70.6,8.5,6.7,9.6,11.8,1.0,0.6,0.62,0.58,-0.07,1.06,3,0.14,0.41
40701,환불,추가 상담 필요,0,57.4,16.4,6.1,4.7,5.6,4.3,0.2,0.43,0.56,0.29,0.89,3,0.25,0.65
40702,가입절차,추가 상담 필요,1,57.7,7.7,2.5,6.7,1.5,1.1,0.2,-0.07,1.0,-0.13,3.29,1,0.24,0.71
40703,부가서비스,만족,0,73.9,11.4,6.9,10.1,19.6,4.6,0.6,-0.11,0.32,-0.11,3.11,0,0.17,0.54
40704,가입절차,해결 불가,0,57.6,9.7,7.2,9.2,12.7,3.5,0.6,0.1,0.7,0.38,1.63,3,0.23,0.44
40705,해약문의,만족,0,61.4,15.1,3.0,4.6,28.0,4.3,1.0,0.11,0.34,0.21,3.35,2,0.31,0.54
40706,장비고장,해결 불가,0,70.3,7.7,1.6,4.7,0.6,3.7,0.6,0.07,0.37,0.14,1.98,1,0.42,0.72
40707,업그레이드,만족,0,72.4,6.1,1.5,9.8,24.7,1.3,1.0,0.57,0.82,-0.09,1.17,1,0.27,0.59
40708,기술지원,만족,0,75.4,16.2,3.7,3.8,0.6,2.5,0.2,0.08,0.63,0.33,0.74,3,0.09,0.41
40709,장비고장,미흡,0,76.7,7.1,3.4,4.2,5.2,3.3,0.6,0.16,0.66,0.83,3.37,2,0.2,0.68
40710,해약문의,만족,0,68.0,11.6,6.0,10.4,0.4,3.3,0.6,0.34,0.11,0.36,2.7,0,0.17,0.51
40711,가입절차,해결 불가,0,76.7,14.6,1.3,9.5,15.3,1.8,0.0,-0.3,1.0,0.37,2.57,0,0.15,0.62
40712,환불,미흡,1,60.5,8.8,5.2,10.4,10.6,2.6,0.2,0.42,1.0,0.17,1.21,1,0.23,0.57
40713,가입절차,추가 상담 필요,0,64.6,11.1,0.8,10.2,9.6,3.2,0.0,0.47,0.3,0.55,3.36,1,0.18,0.48
40714,멤버십,만족,0,83.0,6.1,1.7,7.0,29.2,2.0,0.2,0.71,0.11,0.09,2.38,2,0.36,0.56
40715,요금문의,해결 불가,0,60.4,19.9,2.9,8.9,17.3,2.1,0.0,0.0,0.3,1.0,2.17,0,0.23,0.51
40716,해약문의,미흡,0,62.8,5.7,6.6,8.2,27.8,3.6,1.0,0.16,0.57,0.28,1.89,0,0.4,0.62
40717,환불,추가 상담 필요,0,63.5,9.1,0.4,10.2,26.7,0.7,0.2,0.36,0.23,0.22,3.4,1,0.17,0.46
40718,가입절차,만족,0,71.8,10.7,0.4,3.6,10.2,2.8,0.2,0.18,0.58,0.56,0.71,2,0.44,0.8
40719,업그레이드,추가 상담 필요,0,55.0,13.2,5.9,9.6,19.6,0.1,1.0,-0.14,0.31,-0.12,1.45,3,0.1,0.73
40720,서비스불만,해결 불가,0,56.1,8.3,2.0,7.0,5.9,3.3,1.0,0.57,1.0,0.01,1.86,3,0.3,0.69
40721,업그레이드,만족,0,71.2,12.1,1.6,3.4,11.0,1.9,0.0,0.21,0.44,-0.0,2.24,1,0.1,0.5
40722,서비스불만,만족,0,60.7,15.5,3.5,6.0,20.5,4.5,0.0,0.4,0.37,0.14,3.21,2,0.14,0.78
40723,업그레이드,만족,1,78.8,11.6,6.1,3.0,17.1,1.8,0.6,-0.02,1.0,0.72,1.26,2,0.37,0.79
40724,업그레이드,미흡,1,82.8,16.8,0.6,6.5,2.5,2.1,0.0,0.59,0.6,-0.07,1.53,1,0.27,0.45
40725,해약문의,미흡,0,75.2,6.9,5.7,11.6,2.3,1.2,1.0,0.19,0.51,0.93,2.23,3,0.2,0.5
40726,기술지원,미흡,1,79.3,5.2,6.3,4.9,23.1,3.7,1.0,0.08,0.49,0.49,2.84,2,0.07,0.45
40727,가입절차,해결 불가,0,68.7,18.7,6.0,5.4,21.0,3.7,0.2,0.54,0.67,0.67,2.85,0,0.4,0.52
40728,장비고장,추가 상담 필요,0,56.6,9.0,5.1,7.5,19.5,2.6,0.2,0.63,0.38,0.28,0.56,3,0.31,0.72
40729,가입절차,해결 불가,0,70.4,11.6,5.2,9.6,6.6,3.5,0.0,0.02,0.54,-0.23,1.32,1,0.07,0.79
40730,멤버십,추가 상담 필요,0,68.0,7.3,1.4,10.0,23.5,2.6,1.0,0.6,0.34,-0.14,1.71,2,0.2,0.61
40731,요금문의,추가 상담 필요,0,75.9,16.0,7.2,6.3,17.3,2.8,0.2,0.78,0.11,0.6,2.49,2,0.25,0.57
40732,해약문의,미흡,0,59.7,6.8,6.6,4.0,4.4,3.3,0.0,0.38,0.41,0.12,2.06,0,0.07,0.7
40733,요금문의,만족,0,63.0,5.7,0.9,7.3,5.0,4.8,0.0,-0.12,0.55,0.32,1.94,3,0.08,0.75
40734,장비고장,해결 불가,0,83.5,5.2,2.9,10.4,18.6,4.3,0.0,0.47,0.97,0.3,0.53,0,0.31,0.6
40735,장비고장,추가 상담 필요,0,64.3,14.7,0.9,11.2,29.3,0.0,0.0,0.62,0.57,0.65,1.96,3,0.41,0.6
40736,서비스불만,만족,0,69.4,19.9,1.2,6.1,17.6,4.6,0.2,-0.0,0.4,0.6,0.85,1,0.19,0.56
40737,요금문의,만족,1,87.8,13.2,7.7,4.3,8.9,3.1,0.0,0.8,0.54,0.32,3.08,1,0.07,0.58
40738,부가서비스,해결 불가,1,64.6,10.9,7.3,7.1,21.5,4.3,0.0,0.24,0.68,0.25,3.3,0,0.24,0.58
40739,장비고장,만족,0,60.1,13.8,1.6,3.6,6.1,1.3,0.2,0.27,-0.15,0.51,1.51,2,0.36,0.45
40740,업그레이드,해결 불가,0,79.6,18.6,4.0,4.9,19.2,2.5,0.2,0.63,0.38,-0.09,1.13,0,0.36,0.77
40741,업그레이드,만족,1,74.8,6.4,1.8,4.6,12.4,2.1,0.2,0.36,-0.12,0.02,1.21,1,0.37,0.61
40742,요금문의,해결 불가,1,76.4,16.4,3.4,3.9,0.9,4.0,0.6,0.68,-0.0,-0.16,0.72,0,0.36,0.68
40743,해약문의,해결 불가,0,56.5,6.3,7.0,5.4,15.5,4.4,1.0,0.3,0.29,-0.05,0.57,3,0.34,0.58
40744,부가서비스,해결 불가,0,69.6,5.0,6.5,6.8,15.2,1.8,0.2,0.42,0.46,-0.22,1.03,1,0.08,0.71
40745,부가서비스,미흡,0,55.1,14.9,7.9,6.4,27.4,2.4,0.0,0.31,0.52,0.47,0.78,0,0.32,0.49
40746,요금문의,해결 불가,0,63.6,5.7,6.8,3.7,21.3,1.1,0.2,0.37,0.54,0.14,0.98,2,0.43,0.74
40747,환불,미흡,0,79.7,10.6,4.1,4.6,9.1,1.4,0.0,0.48,0.89,0.74,3.12,1,0.25,0.78
40748,요금문의,추가 상담 필요,0,57.2,9.6,2.5,4.5,19.4,3.0,0.2,0.45,0.63,0.13,2.57,2,0.16,0.45
40749,가입절차,미흡,0,65.3,14.7,6.8,7.5,7.5,0.3,0.0,0.21,0.62,0.3,3.23,0,0.4,0.57
40750,환불,해결 불가,0,89.6,11.8,2.2,5.8,19.6,2.7,0.0,0.58,0.41,0.08,0.57,0,0.36,0.42
40751,해약문의,해결 불가,1,89.0,15.3,1.1,5.8,18.0,1.0,0.0,0.28,1.0,0.44,3.44,1,0.27,0.71
40752,기술지원,해결 불가,0,71.9,11.7,6.8,10.9,18.4,1.1,0.6,0.66,0.88,0.4,1.19,0,0.06,0.61
40753,부가서비스,미흡,0,80.7,12.2,2.1,9.7,4.8,4.9,0.6,0.49,0.34,0.12,1.71,0,0.22,0.41
40754,해약문의,만족,0,77.1,12.4,6.2,5.5,21.3,0.9,0.6,0.28,0.34,0.32,1.3,3,0.21,0.76
40755,기술지원,미흡,0,71.3,11.7,0.8,9.5,16.1,0.5,1.0,0.08,0.73,-0.0,2.08,1,0.34,0.77
40756,가입절차,만족,0,85.0,5.2,2.7,5.3,22.3,0.6,0.2,0.31,0.8,0.06,0.86,2,0.43,0.51
40757,요금문의,해결 불가,0,61.0,11.2,5.3,5.7,1.3,0.8,0.2,0.72,0.41,-0.08,0.83,2,0.25,0.7
40758,멤버십,미흡,0,84.0,14.9,5.8,5.6,22.0,4.6,0.2,0.36,0.83,0.47,1.59,1,0.23,0.43
40759,환불,미흡,0,56.5,7.1,3.6,9.8,28.5,4.4,1.0,0.59,0.16,-0.06,2.99,0,0.29,0.66
40760,업그레이드,해결 불가,1,85.3,14.3,6.0,5.8,17.6,4.9,0.0,0.28,0.46,-0.1,0.61,1,0.28,0.53
40761,해약문의,해결 불가,0,78.7,18.6,4.6,3.3,4.2,2.5,0.6,0.21,0.8,0.49,1.61,1,0.32,0.41
40762,요금문의,추가 상담 필요,1,70.6,16.0,7.3,5.8,27.7,1.5,0.6,0.09,0.34,0.18,2.86,2,0.14,0.52
40763,기술지원,추가 상담 필요,1,78.5,15.5,2.5,6.1,16.7,0.5,0.0,-0.28,0.55,-0.19,2.67,1,0.22,0.61
40764,해약문의,미흡,1,71.1,8.8,6.9,8.7,8.3,2.8,0.2,0.4,0.51,-0.12,1.69,1,0.38,0.41
40765,업그레이드,만족,0,82.3,19.1,5.9,10.1,18.7,1.4,0.2,0.31,0.43,0.03,2.86,3,0.28,0.75
40766,기술지원,추가 상담 필요,0,59.0,5.0,3.1,9.3,25.8,1.7,1.0,0.29,-0.03,-0.13,3.2,0,0.21,0.57
40767,요금문의,해결 불가,0,72.8,7.2,5.2,9.5,3.2,1.2,0.2,0.54,0.42,0.17,3.4,3,0.11,0.6
40768,기술지원,미흡,0,85.5,14.8,1.6,11.6,16.8,0.5,0.0,0.01,0.56,-0.16,2.42,2,0.12,0.79
40769,서비스불만,만족,1,87.5,9.1,7.6,3.1,19.0,3.2,0.0,0.81,0.57,-0.16,3.19,2,0.08,0.77
40770,장비고장,만족,1,62.7,16.4,7.2,5.9,27.8,3.0,0.0,-0.14,0.73,0.42,1.67,1,0.41,0.69
40771,멤버십,추가 상담 필요,0,63.8,7.6,3.7,7.0,1.1,4.8,1.0,0.38,0.78,0.68,2.79,3,0.27,0.69
40772,장비고장,추가 상담 필요,0,86.6,16.8,4.7,5.6,15.2,2.1,0.0,-0.06,0.41,0.58,1.94,3,0.34,0.74
40773,가입절차,해결 불가,0,67.1,16.0,7.3,9.5,22.0,2.2,0.6,0.22,0.45,0.08,1.93,3,0.33,0.65
40774,환불,해결 불가,0,57.0,9.8,0.1,6.4,19.8,2.3,0.0,0.65,1.0,0.35,2.55,2,0.29,0.64
40775,멤버십,추가 상담 필요,1,80.0,13.8,6.6,6.3,25.8,0.6,0.2,-0.15,0.77,0.14,2.4,0,0.09,0.75
40776,부가서비스,해결 불가,1,69.5,14.9,7.8,7.0,19.7,1.0,0.6,0.35,0.52,0.72,1.25,1,0.23,0.45
40777,부가서비스,만족,0,80.7,5.6,7.4,8.9,18.9,0.9,0.2,0.33,0.45,0.28,3.21,0,0.17,0.79
40778,부가서비스,해결 불가,0,71.7,18.8,2.4,4.9,18.3,2.0,1.0,0.35,0.83,0.34,3.04,0,0.05,0.5
40779,업그레이드,만족,0,72.5,19.9,4.4,9.3,4.9,1.5,1.0,0.38,0.83,0.75,1.56,3,0.25,0.49
40780,업그레이드,추가 상담 필요,0,69.6,14.0,2.3,5.6,25.6,1.5,0.0,0.54,0.49,0.56,2.87,1,0.42,0.65
40781,멤버십,미흡,0,65.2,8.9,7.8,10.8,15.5,0.6,0.6,0.45,0.65,0.24,3.05,2,0.43,0.62
40782,장비고장,추가 상담 필요,0,86.5,18.0,7.1,8.8,0.6,3.6,0.0,0.41,0.53,-0.09,0.94,2,0.1,0.62
40783,부가서비스,추가 상담 필요,0,78.4,12.6,2.9,11.6,24.6,0.2,0.2,0.57,0.51,0.09,2.16,1,0.36,0.75
40784,기술지원,추가 상담 필요,0,82.6,14.9,3.2,9.8,20.7,1.3,0.2,0.5,1.0,-0.21,3.3,3,0.06,0.4
40785,장비고장,추가 상담 필요,0,86.4,19.9,0.9,9.4,19.7,4.1,0.0,0.26,0.15,0.69,2.22,3,0.11,0.46
40786,요금문의,미흡,0,63.8,7.7,4.1,4.4,1.6,4.4,0.6,-0.07,0.74,0.15,2.92,1,0.11,0.48
40787,멤버십,추가 상담 필요,0,87.2,7.2,6.0,5.9,21.2,1.8,0.0,0.54,0.21,0.41,1.87,2,0.16,0.62
40788,환불,추가 상담 필요,1,85.2,15.9,6.2,3.8,10.1,3.8,0.6,0.2,0.32,0.26,3.06,3,0.06,0.54
40789,요금문의,만족,1,72.7,14.0,1.8,10.6,24.4,2.0,0.2,0.79,0.77,-0.01,3.1,3,0.13,0.66
40790,기술지원,만족,0,74.9,7.9,5.8,5.1,4.7,2.0,0.6,0.13,0.14,0.29,1.87,1,0.08,0.57
40791,환불,추가 상담 필요,1,59.0,5.0,4.6,9.4,10.1,0.4,0.6,-0.06,0.24,0.31,0.89,2,0.33,0.41
40792,가입절차,추가 상담 필요,0,81.7,14.6,0.7,7.1,3.1,1.0,0.2,0.64,0.19,0.19,2.34,1,0.39,0.72
40793,멤버십,해결 불가,0,61.1,8.1,4.3,7.5,0.6,0.8,0.0,0.07,0.34,0.19,1.79,2,0.26,0.6
40794,부가서비스,추가 상담 필요,0,73.7,15.2,2.6,4.6,9.7,1.1,0.0,-0.15,0.61,0.3,3.2,0,0.08,0.56
40795,가입절차,해결 불가,0,59.4,11.8,6.2,4.8,21.0,3.9,0.0,0.65,0.86,-0.07,2.3,3,0.14,0.51
40796,부가서비스,추가 상담 필요,0,57.6,5.6,5.1,10.5,12.6,3.3,1.0,-0.14,0.33,0.17,2.67,3,0.09,0.75
40797,가입절차,미흡,1,76.3,7.4,1.1,7.6,8.9,1.9,0.2,0.69,0.78,0.07,1.65,0,0.44,0.65
40798,요금문의,해결 불가,0,72.2,12.7,3.6,9.0,28.1,1.0,0.0,0.01,0.16,-0.02,0.81,1,0.25,0.44
40799,해약문의,미흡,0,78.6,11.2,2.4,4.1,21.8,2.8,0.0,0.42,1.0,0.24,2.86,0,0.12,0.56
40800,가입절차,해결 불가,0,82.7,9.3,5.4,11.7,29.1,4.7,0.6,0.36,0.38,-0.43,1.01,3,0.28,0.8
40801,요금문의,해결 불가,0,89.4,18.9,2.8,9.1,9.1,2.4,0.2,-0.25,0.37,-0.2,1.65,3,0.15,0.5
40802,환불,만족,0,57.9,14.7,7.5,9.9,5.8,3.4,1.0,0.29,0.59,0.14,1.71,1,0.3,0.45
40803,업그레이드,해결 불가,0,77.1,15.8,3.9,4.2,29.1,1.7,0.6,0.17,0.53,0.65,0.51,3,0.24,0.43
40804,멤버십,미흡,1,75.2,11.5,2.7,8.2,2.4,2.8,0.0,0.33,0.46,0.37,2.29,2,0.3,0.43
40805,장비고장,추가 상담 필요,0,77.8,10.8,7.4,5.9,23.6,3.6,0.6,0.46,0.01,-0.02,1.16,3,0.37,0.42
40806,환불,해결 불가,0,74.0,8.5,5.4,5.8,28.4,1.6,1.0,0.77,0.75,0.62,3.22,0,0.25,0.59
40807,가입절차,추가 상담 필요,0,74.5,17.1,2.2,4.9,21.5,2.6,1.0,0.22,0.71,0.24,2.41,1,0.11,0.76
40808,환불,미흡,0,85.4,6.6,4.5,3.9,17.2,3.8,1.0,0.27,0.38,0.0,2.98,2,0.23,0.78
40809,부가서비스,해결 불가,0,70.8,6.5,2.5,6.1,11.1,2.6,1.0,0.94,0.16,0.16,3.45,0,0.28,0.76
40810,환불,추가 상담 필요,0,73.7,13.8,0.2,8.5,8.9,1.3,0.2,0.51,0.57,0.64,3.0,0,0.13,0.55
40811,환불,추가 상담 필요,0,79.2,18.6,1.0,9.1,2.0,3.0,0.0,0.52,0.82,0.43,3.45,3,0.39,0.67
40812,환불,추가 상담 필요,0,58.1,7.4,5.7,5.3,11.4,4.7,0.6,-0.16,-0.01,-0.01,2.97,2,0.32,0.42
40813,장비고장,만족,0,70.1,9.8,6.6,8.0,15.1,0.8,0.2,-0.12,0.17,-0.11,2.33,0,0.1,0.71
40814,멤버십,추가 상담 필요,0,58.6,11.0,2.4,10.4,7.5,0.8,0.0,0.13,0.52,0.37,2.55,3,0.36,0.51
40815,멤버십,만족,0,59.8,8.0,5.2,9.4,29.1,3.7,0.2,0.24,0.26,-0.14,2.13,2,0.35,0.66
40816,해약문의,해결 불가,1,55.1,15.9,2.5,7.5,30.0,0.5,0.2,0.44,0.39,0.06,2.77,2,0.29,0.52
40817,업그레이드,해결 불가,0,62.3,18.6,2.3,4.3,8.7,4.3,1.0,1.0,0.46,0.4,1.78,0,0.26,0.6
40818,멤버십,추가 상담 필요,0,62.6,12.0,4.4,4.4,18.0,1.6,0.6,-0.08,0.72,-0.11,1.32,2,0.25,0.58
40819,환불,미흡,0,73.1,8.3,7.2,8.8,26.5,0.7,0.2,0.17,0.72,-0.04,2.13,2,0.09,0.64
40820,기술지원,해결 불가,0,75.0,12.5,1.0,11.9,17.5,3.6,1.0,0.48,0.78,0.26,1.61,3,0.07,0.53
40821,멤버십,만족,0,83.8,16.1,7.8,9.5,10.6,2.5,0.0,0.38,0.76,0.11,1.94,3,0.37,0.47
40822,가입절차,미흡,0,72.0,6.2,1.7,9.1,25.4,0.2,0.0,0.63,0.31,0.58,2.9,1,0.22,0.63
40823,서비스불만,만족,0,86.2,13.2,1.8,3.0,15.9,1.8,0.6,0.21,-0.21,0.2,2.44,2,0.28,0.71
40824,요금문의,미흡,0,68.8,16.2,2.3,8.0,18.6,4.4,0.0,0.03,0.59,0.37,1.25,1,0.31,0.55
40825,가입절차,추가 상담 필요,1,81.1,12.9,5.3,9.8,22.7,3.5,0.2,0.92,0.63,0.39,1.56,2,0.4,0.78
40826,업그레이드,미흡,0,74.3,12.4,0.8,6.3,8.6,4.5,1.0,0.43,0.63,0.03,3.23,1,0.32,0.58
40827,기술지원,미흡,0,76.8,14.4,5.6,10.8,20.6,0.7,0.0,-0.06,0.3,0.44,2.36,2,0.23,0.56
40828,가입절차,추가 상담 필요,0,64.5,17.9,5.0,5.9,8.0,1.3,0.6,0.19,1.0,0.58,3.35,2,0.26,0.56
40829,기술지원,미흡,0,87.8,16.1,7.2,11.9,19.6,3.7,0.0,0.28,0.0,0.14,3.05,3,0.14,0.78
40830,부가서비스,추가 상담 필요,0,81.9,19.4,2.8,5.6,7.7,4.2,1.0,-0.15,0.73,0.03,0.97,1,0.4,0.52
40831,업그레이드,만족,0,60.1,19.9,2.9,5.1,23.9,0.3,1.0,0.53,0.68,0.12,1.39,1,0.29,0.65
40832,환불,추가 상담 필요,0,73.8,6.3,0.5,8.2,10.4,0.0,0.0,0.34,0.77,0.6,3.06,0,0.08,0.61
40833,환불,만족,0,89.9,19.8,7.1,4.9,28.8,3.1,0.6,0.18,0.9,0.19,2.08,3,0.35,0.79
40834,요금문의,추가 상담 필요,0,56.7,8.1,3.1,10.6,5.2,0.1,0.0,0.1,0.64,0.05,1.12,1,0.45,0.42
40835,부가서비스,해결 불가,0,65.6,9.6,3.2,4.6,21.4,4.6,0.2,0.79,0.59,-0.17,1.42,3,0.42,0.79
40836,서비스불만,추가 상담 필요,0,80.9,10.4,1.9,5.0,25.6,0.3,1.0,0.27,0.41,0.18,2.67,2,0.32,0.54
40837,멤버십,미흡,0,56.4,17.2,4.6,3.8,26.1,2.0,0.6,0.06,0.72,-0.2,2.9,3,0.3,0.72
40838,가입절차,미흡,0,81.1,6.8,1.5,7.5,15.6,1.6,0.0,-0.32,0.61,0.46,3.1,1,0.45,0.48
40839,멤버십,추가 상담 필요,0,75.1,5.5,6.6,5.1,16.5,4.0,0.0,-0.03,0.73,-0.04,2.28,2,0.37,0.69
40840,기술지원,만족,1,80.6,7.9,0.9,4.9,8.8,1.6,0.6,0.5,0.16,-0.18,3.42,2,0.19,0.53
40841,가입절차,만족,0,74.3,15.9,7.4,11.7,25.7,4.2,1.0,0.74,0.05,0.47,1.01,2,0.4,0.48
40842,부가서비스,미흡,0,87.9,6.9,5.3,11.3,22.9,4.9,1.0,-0.06,0.51,0.29,2.53,0,0.43,0.47
40843,가입절차,만족,0,67.1,9.0,3.6,7.0,15.4,1.3,0.6,-0.33,0.65,0.33,3.1,3,0.23,0.47
40844,멤버십,해결 불가,1,75.1,12.0,3.0,10.9,15.1,0.4,0.2,0.3,0.05,-0.08,0.72,3,0.2,0.76
40845,장비고장,미흡,0,56.8,11.4,5.5,5.2,27.6,2.4,1.0,0.27,0.2,0.41,1.44,2,0.26,0.58
40846,멤버십,해결 불가,1,74.4,13.5,0.7,3.6,16.8,2.1,0.6,0.55,0.39,0.28,1.26,1,0.11,0.53
40847,장비고장,해결 불가,1,69.7,9.6,5.2,9.1,2.8,0.8,0.6,0.07,0.58,0.24,2.03,2,0.38,0.73
40848,환불,미흡,1,89.4,17.0,1.6,6.5,3.2,0.8,0.2,0.32,0.59,0.45,1.17,2,0.13,0.61
40849,업그레이드,해결 불가,0,88.1,11.9,4.0,3.7,23.0,4.4,0.0,-0.27,0.79,0.5,0.85,3,0.35,0.67
40850,요금문의,추가 상담 필요,0,59.8,11.2,7.7,9.2,15.8,0.2,1.0,-0.08,0.45,0.17,1.03,2,0.19,0.51
40851,부가서비스,미흡,0,56.5,6.1,3.8,6.4,16.7,1.0,0.6,0.12,0.62,0.64,3.45,0,0.16,0.48
40852,서비스불만,추가 상담 필요,0,59.2,5.0,3.7,4.4,13.0,2.3,0.0,0.15,0.87,0.35,1.47,3,0.38,0.46
40853,환불,해결 불가,1,61.7,10.1,3.2,6.4,0.7,3.2,0.6,0.45,0.42,0.17,0.96,3,0.44,0.54
40854,환불,추가 상담 필요,0,80.4,14.1,7.1,9.8,24.1,4.9,0.6,0.65,1.0,0.38,2.19,2,0.19,0.56
40855,요금문의,만족,0,74.0,16.5,2.9,5.3,11.4,0.5,1.0,-0.14,0.39,0.27,1.95,1,0.42,0.66
40856,기술지원,미흡,0,73.7,10.4,3.1,5.2,13.9,1.2,0.2,0.79,0.54,0.64,2.53,2,0.13,0.56
40857,가입절차,해결 불가,0,71.3,14.6,4.9,9.8,13.2,2.6,0.0,0.06,-0.05,0.27,2.91,1,0.21,0.55
40858,가입절차,추가 상담 필요,0,55.2,8.1,0.3,9.1,4.0,2.9,0.0,0.16,0.48,0.15,1.54,3,0.19,0.48
40859,멤버십,해결 불가,1,68.7,5.4,3.7,10.9,28.9,3.8,0.0,0.63,0.34,0.19,0.74,3,0.3,0.56
40860,부가서비스,추가 상담 필요,0,90.0,6.8,2.5,9.3,28.8,0.7,0.2,-0.43,0.31,0.43,2.98,1,0.19,0.62
40861,장비고장,해결 불가,0,83.7,12.0,7.3,8.3,0.3,0.6,1.0,-0.15,0.59,-0.26,1.68,0,0.15,0.45
40862,환불,미흡,0,75.1,8.6,7.1,4.5,1.6,4.7,0.6,0.04,0.18,-0.19,2.24,2,0.31,0.7
40863,장비고장,만족,0,61.9,9.8,6.2,7.9,11.6,0.2,0.6,0.31,0.57,0.12,3.41,1,0.24,0.77
40864,해약문의,만족,0,87.2,5.9,5.7,5.6,29.5,2.1,1.0,0.61,-0.08,0.32,0.64,0,0.33,0.63
40865,가입절차,미흡,0,69.8,16.0,2.0,7.2,14.5,4.7,0.2,0.62,0.36,0.38,2.06,2,0.27,0.52
40866,부가서비스,추가 상담 필요,0,76.7,9.8,3.3,7.2,27.7,1.9,1.0,0.01,0.9,0.1,1.89,0,0.21,0.79
40867,멤버십,미흡,0,62.1,13.8,7.4,4.9,10.3,4.2,1.0,0.51,0.54,-0.26,3.44,0,0.25,0.45
40868,요금문의,미흡,0,66.5,10.5,7.2,4.2,14.9,3.0,0.2,0.16,0.68,-0.43,1.35,2,0.38,0.48
40869,환불,해결 불가,0,67.1,6.7,1.6,4.5,24.9,2.5,1.0,0.74,0.24,0.13,0.74,1,0.34,0.71
40870,서비스불만,미흡,1,68.8,11.3,4.4,8.7,19.8,1.3,1.0,0.21,0.12,0.06,2.23,0,0.18,0.72
40871,멤버십,해결 불가,0,55.8,18.0,5.0,6.5,9.2,4.0,0.2,0.61,0.91,0.27,2.29,1,0.24,0.55
40872,업그레이드,미흡,0,78.1,16.3,6.7,8.2,13.7,0.1,0.2,-0.02,0.8,0.46,1.57,2,0.06,0.44
40873,업그레이드,해결 불가,0,60.9,5.6,3.8,11.8,18.7,1.8,0.2,0.52,0.75,-0.07,2.24,0,0.4,0.66
40874,부가서비스,추가 상담 필요,0,76.1,11.1,2.7,4.2,12.0,2.9,1.0,-0.12,0.5,0.58,2.83,1,0.44,0.54
40875,환불,만족,0,76.7,6.7,2.9,9.8,5.9,3.4,1.0,0.32,0.84,0.06,1.67,0,0.35,0.74
40876,서비스불만,만족,0,79.4,17.5,3.7,11.1,6.7,1.6,1.0,-0.19,0.38,0.13,2.17,1,0.4,0.43
40877,업그레이드,추가 상담 필요,0,65.2,12.7,0.9,4.7,22.2,4.9,0.6,0.25,0.7,0.23,0.7,3,0.12,0.61
40878,서비스불만,미흡,0,65.2,15.7,6.7,6.4,6.3,1.1,0.6,0.06,0.69,-0.37,2.32,3,0.19,0.47
40879,요금문의,추가 상담 필요,0,81.4,14.6,3.5,9.3,5.6,4.3,0.2,-0.0,0.24,0.87,0.71,2,0.11,0.78
40880,기술지원,해결 불가,0,68.6,11.2,6.3,11.4,8.6,1.4,1.0,0.36,0.92,0.09,2.31,3,0.07,0.79
40881,환불,해결 불가,1,60.3,12.4,6.0,9.5,29.7,3.3,1.0,0.53,0.54,0.51,0.92,2,0.2,0.63
40882,업그레이드,미흡,0,86.7,19.0,0.9,5.5,29.7,0.2,0.6,0.33,0.74,-0.01,1.38,1,0.27,0.68
40883,부가서비스,추가 상담 필요,1,55.5,15.3,0.5,4.4,14.4,0.6,0.2,0.39,0.06,-0.28,1.65,0,0.37,0.75
40884,부가서비스,추가 상담 필요,0,86.0,9.1,1.2,11.7,6.5,4.9,0.6,0.51,0.15,-0.13,0.84,0,0.4,0.76
40885,서비스불만,만족,0,65.2,8.4,1.1,7.3,13.3,0.2,1.0,0.66,0.38,-0.15,1.27,2,0.15,0.45
40886,부가서비스,미흡,1,68.4,7.2,2.7,8.0,26.5,1.9,1.0,0.6,0.65,-0.37,0.8,3,0.4,0.53
40887,기술지원,미흡,1,89.2,8.6,0.9,3.9,17.4,0.4,0.0,0.42,0.84,-0.56,3.16,0,0.41,0.72
40888,가입절차,추가 상담 필요,0,70.3,11.2,5.4,4.6,27.0,2.4,1.0,0.89,0.61,0.39,1.52,1,0.3,0.51
40889,부가서비스,만족,0,80.1,12.9,2.2,8.6,26.4,3.9,0.2,0.14,0.47,-0.03,2.89,3,0.36,0.57
40890,멤버십,미흡,0,69.4,15.0,5.3,8.6,24.4,1.1,1.0,0.53,0.67,0.21,2.9,2,0.43,0.79
40891,가입절차,추가 상담 필요,0,87.0,9.3,5.7,10.2,26.5,4.4,1.0,-0.05,0.44,0.53,0.85,1,0.26,0.59
40892,멤버십,미흡,0,80.2,16.8,2.9,7.9,15.4,1.7,0.0,1.0,0.55,0.02,2.28,3,0.1,0.63
